"sweep_param","sweep_value","xL","xk","xl","xU","gamma","converged","error_msg"
"inv_mu",0,NA,NA,NA,NA,NA,FALSE,"inv_mu (1/mu) must be > 0"
"inv_mu",0.01,-0.738037860016065,5.00378913116384e-05,0.0100026237855707,0.738036853435264,1.54969988281709,TRUE,NA
"inv_mu",0.02,-0.737546189286965,0.000182421952298006,0.0199919372672742,0.737538082023224,1.55397438133172,TRUE,NA
"inv_mu",0.03,-0.73718120707077,0.000372260989515927,0.0299422556574386,0.737153653730029,1.55843613205831,TRUE,NA
"inv_mu",0.04,-0.736939010621571,0.000596902898492457,0.0398306507519294,0.736873228160969,1.5630791053759,TRUE,NA
"inv_mu",0.05,-0.736816302246756,0.000835883375594149,0.049636807742541,0.736686866300634,1.56789826325658,TRUE,NA
"inv_mu",0.06,-0.736810268745565,0.00107087050366639,0.059342892430746,0.736584894846398,1.57288937212891,TRUE,NA
"inv_mu",0.07,-0.736918455073603,0.00128561139199368,0.068933445856726,0.736557781904107,1.57804880942806,TRUE,NA
"inv_mu",0.08,-0.737138639369288,0.00146587792076913,0.0783953134811099,0.736596059595563,1.5833733736512,TRUE,NA
"inv_mu",0.09,-0.73746871937876,0.00159940091629285,0.0877175908267376,0.736690323762989,1.58886011206215,TRUE,NA
"inv_mu",0.1,-0.737906619514262,0.00167578202426077,0.0968915530140267,0.736831311605195,1.59450617912297,TRUE,NA
"inv_mu",0.11,-0.738450223518164,0.00168637887105327,0.105910544545963,0.737010030997577,1.60030873261403,TRUE,NA
"inv_mu",0.12,-0.739097332784115,0.00162416632635987,0.114769824501113,0.737217906493689,1.60626486732859,TRUE,NA
"inv_mu",0.13,-0.739845646889411,0.00148358124257897,0.123466376644189,0.737446913099118,1.61237158122121,TRUE,NA
"inv_mu",0.14,-0.740692761276051,0.00126035946276437,0.13199869987236,0.737689680547443,1.61862576660674,TRUE,NA
"inv_mu",0.15,-0.74163617685194,0.000951373126991562,0.140366594070307,0.737939561564593,1.62502421881556,TRUE,NA
"inv_mu",0.16,-0.742673316926713,0.000554474533787097,0.148570953156433,0.738190665028208,1.63156365567493,TRUE,NA
"inv_mu",0.17,-0.743801547874553,6.83507988465948e-05,0.156613573118313,0.738437859021347,1.63824074262058,TRUE,NA
"inv_mu",0.18,-0.745018200900217,-0.000507608226577694,0.164496979356987,0.73867675037312,1.6450521196726,TRUE,NA
"inv_mu",0.19,-0.746320593146362,-0.00117342772769968,0.172224275019705,0.738903647313098,1.65199442775434,TRUE,NA
"inv_mu",0.2,-0.747706047059818,-0.00192865134982068,0.179799010215365,0.739115511109756,1.65906433280982,TRUE,NA
"inv_mu",0.21,-0.749171907436841,-0.00277243090209645,0.187225070910492,0.739309901479726,1.66625854689255,TRUE,NA
"inv_mu",0.22,-0.750715555918163,-0.0037036033678659,0.194506585712888,0.739484919443097,1.67357384589752,TRUE,NA
"inv_mu",0.23,-0.752334422935627,-0.0047207564487729,0.201647848503305,0.739639150298926,1.68100708393388,TRUE,NA
"inv_mu",0.24,-0.754025997254128,-0.00582228393518869,0.208653254847488,0.73977160856214,1.68855520453508,TRUE,NA
"inv_mu",0.25,-0.755787833331177,-0.00700643217296859,0.215527250222197,0.739881686046289,1.69621524901144,TRUE,NA
"inv_mu",0.26,-0.757617556751923,-0.00827133882127939,0.222274288258595,0.739969103780047,1.70398436229875,TRUE,NA
"inv_mu",0.27,-0.759512868004881,-0.00961506499265796,0.228898797405299,0.740033868083473,1.711859796665,TRUE,NA
"inv_mu",0.28,-0.76147154485373,-0.0110356217510463,0.23540515461733,0.740076230875884,1.71983891362193,TRUE,NA
